id,time,score_val,score_max,score_min,score_avg,score_std,sentence,smile,gender,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,facial_type,tag_video_labe,tag_video_type,id
Anger_1,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,2,0.5,0.5,0.5,0.5,0,Cookie here Kevin.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,3,0.5,0.5,0.5,0.5,0,You know it's day after day of the same old ****.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,4,0.5,0.5,0.5,0.5,0,You know it's day after day of the same old ****.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,5,0.5,0.5,0.5,0.5,0,You know it's day after day of the same old ****.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,6,0.27,0.5,0.27,0.467142857,0.086931829,You know it's day after day of the same old ****.,0.411,male,0.034,0.002,0.004,0,0.411,0.542,0.002,0.004,angry,Angry,0,Anger_1
Anger_1,7,0.5,0.5,0.27,0.47125,0.08131728,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,8,0.5,0.5,0.27,0.474444444,0.076666667,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0.823,male,0,0.001,0,0,0.823,0.172,0.003,0,angry,Neutral,0.5,Anger_1
Anger_1,9,0.5,0.5,0.27,0.477,0.072732386,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0.713,male,0.088,0.001,0.002,0.001,0.713,0.191,0.001,0.003,angry,Neutral,0.5,Anger_1
Anger_1,10,0.5,0.5,0.27,0.479090909,0.069347609,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0.012,male,0.447,0.001,0.007,0,0.012,0.531,0.001,0.001,angry,Neutral,0.5,Anger_1
Anger_1,11,0.5,0.5,0.27,0.480833333,0.066395281,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0.375,male,0.614,0,0.004,0,0.375,0.005,0,0.001,angry,Neutral,0.5,Anger_1
Anger_1,12,0.5,0.5,0.27,0.482307692,0.063790523,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,13,0.5,0.5,0.27,0.483571429,0.061470086,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,14,0.5,0.5,0.27,0.484666667,0.059385745,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,15,0.5,0.5,0.27,0.485625,0.0575,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,16,0.5,0.5,0.27,0.486470588,0.055783194,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,17,0.5,0.5,0.27,0.487222222,0.05421152,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,18,0.5,0.5,0.27,0.487894737,0.052765619,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,19,0.11,0.5,0.11,0.469,0.098883238,Fuqing drive here drive their ******* traffic here traffic ******* bear looking traffic everywhere. You know 'cause. We gotta do something about this.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,20,0.5,0.5,0.11,0.47047619,0.096616572,We gotta get right Kevin We gotta get right.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,21,0.5,0.5,0.11,0.471818182,0.09449799,We gotta get right Kevin We gotta get right.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,22,0.24,0.5,0.11,0.46173913,0.104213599,We gotta get right Kevin We gotta get right.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,23,0.5,0.5,0.11,0.463333333,0.102221697,This is what you gotta do capital local gonna have local turn up cabin.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,24,0.5,0.5,0.11,0.4648,0.100337763,This is what you gotta do capital local gonna have local turn up cabin.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,25,0.5,0.5,0.11,0.466153846,0.098552602,This is what you gotta do capital local gonna have local turn up cabin.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,26,0.5,0.5,0.11,0.467407407,0.096858048,This is what you gotta do capital local gonna have local turn up cabin.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,27,0.5,0.5,0.11,0.468571429,0.095246825,Talking pocket back Kevin.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,28,0.93,0.93,0.11,0.484482759,0.126845975,Talking pocket back Kevin.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,29,0.5,0.93,0.11,0.485,0.124671983,Unload on these niggaz Kevin Unload.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,30,0.5,0.93,0.11,0.485483871,0.122606109,Unload on these niggaz Kevin Unload.,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,31,0.5,0.93,0.11,0.4859375,0.120639676,Unload on these niggaz Kevin Unload.,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,32,0.13,0.93,0.11,0.475151515,0.133933781,Unload on these niggaz Kevin Unload.,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,33,0.13,0.93,0.11,0.465,0.144563083, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,34,0.13,0.93,0.11,0.455428571,0.1532653, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,35,0.13,0.93,0.11,0.446388889,0.160501941, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,36,0.13,0.93,0.11,0.437837838,0.166585566, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,37,0.13,0.93,0.11,0.429736842,0.171739697, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,38,0.13,0.93,0.11,0.422051282,0.176130626, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,39,0.13,0.93,0.11,0.41475,0.179885826, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,40,0.13,0.93,0.11,0.407804878,0.183105328, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,41,0.13,0.93,0.11,0.401190476,0.185869117, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,42,0.13,0.93,0.11,0.394883721,0.188242145, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,43,0.13,0.93,0.11,0.388863636,0.190277837, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,44,0.13,0.93,0.11,0.383111111,0.192020622, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,45,0.13,0.93,0.11,0.377608696,0.193507792, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,46,0.13,0.93,0.11,0.372340426,0.194770911, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,47,0.13,0.93,0.11,0.367291667,0.195836879, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,48,0.13,0.93,0.11,0.36244898,0.196728775, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,49,0.13,0.93,0.11,0.3578,0.197466505, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,50,0.13,0.93,0.11,0.353333333,0.198067329, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,51,0.13,0.93,0.11,0.349038462,0.198546282, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,52,0.13,0.93,0.11,0.34490566,0.198916514, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,53,0.13,0.93,0.11,0.340925926,0.19918957, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,54,0.13,0.93,0.11,0.337090909,0.199375625, ,0,0,0,0,0,0,0,0,0,0,angry,Angry,0,Anger_1
Anger_1,55,0.13,0.93,0.11,0.333392857,0.199483668, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,56,0.13,0.93,0.11,0.329824561,0.199521671, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,57,0.13,0.93,0.11,0.32637931,0.19949672, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_1
Anger_1,58,0.13,0.93,0.11,0.323050847,0.19941513, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0,Anger_1
Anger_2,0,0,0,0,0,0,0,0,female,0,0,0,0,0,0.997,0.003,0.001,angry,Neutral,0.5,Anger_2
Anger_2,1,0,0,0,0,0,0,0,male,0.001,0,0,0,0,0.998,0.001,0,angry,Neutral,0.5,Anger_2
Anger_2,2,0,0,0,0,0,0,0.266,male,0,0,0,0,0.266,0.002,0.732,0,angry,Angry,0,Anger_2
Anger_2,3,0,0,0,0,0,0,0.008,male,0,0.001,0,0,0.008,0.292,0.699,0,angry,Angry,0,Anger_2
Anger_2,4,0,0,0,0,0,0,0.084,male,0,0.036,0,0,0.084,0.739,0.14,0,angry,Neutral,0.5,Anger_2
Anger_2,5,0,0,0,0,0,0,0.002,female,0,0,0,0,0.002,0.919,0.077,0.001,angry,Angry,0,Anger_2
Anger_2,6,0,0,0,0,0,0,0.005,male,0,0,0,0,0.005,0.551,0.444,0,angry,Neutral,0.5,Anger_2
Anger_2,7,0,0,0,0,0,0,0.028,male,0,0,0,0,0.028,0.478,0.494,0,angry,Angry,0,Anger_2
Anger_2,8,0,0,0,0,0,0,0.02,male,0,0,0,0,0.02,0.55,0.43,0,angry,Angry,0,Anger_2
Anger_2,9,0,0,0,0,0,0,0.026,male,0,0,0,0,0.026,0.08,0.893,0,angry,Angry,0,Anger_2
Anger_2,10,0,0,0,0,0,0,0.579,male,0,0.006,0,0,0.579,0.219,0.196,0,angry,Angry,0,Anger_2
Anger_2,11,0,0,0,0,0,0,0.045,female,0,0.002,0,0,0.045,0.861,0.092,0,angry,Neutral,0.5,Anger_2
Anger_2,12,0,0,0,0,0,0,0.003,male,0,0,0,0,0.003,0.992,0.002,0.004,angry,Neutral,0.5,Anger_2
Anger_2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_2
Anger_2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_2
Anger_2,15,0,0,0,0,0,0,0.001,female,0,0,0,0,0.001,0.825,0,0.174,angry,Neutral,0.5,Anger_2
Anger_2,16,0,0,0,0,0,0,0,female,0,0,0,0,0,0.993,0.002,0.005,angry,Neutral,0,Anger_2
Anger_3,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,3,0.5,0.5,0.5,0.5,0,0,0.002,male,0.268,0.003,0.006,0.337,0.002,0.021,0.002,0.362,angry,Anger,0,Anger_3
Anger_3,4,0.5,0.5,0.5,0.5,0,0,0.001,male,0.173,0.013,0.006,0.124,0.001,0.1,0.001,0.583,angry,Anger,0,Anger_3
Anger_3,5,0.1,0.5,0.1,0.433333333,0.163299316,Anger hostility towards the opposition.,0,male,0.014,0.002,0.001,0.094,0,0.232,0.002,0.656,angry,Anger,0,Anger_3
Anger_3,6,0.5,0.5,0.1,0.442857143,0.151185789,Anger hostility towards the opposition.,0.001,male,0.058,0.003,0.001,0.195,0.001,0.316,0.003,0.424,angry,Anger,0,Anger_3
Anger_3,7,0.5,0.5,0.1,0.45,0.141421356,Anger hostility towards the opposition.,0,male,0.058,0.001,0.001,0.137,0,0.21,0.002,0.592,angry,Anger,0,Anger_3
Anger_3,8,0.1,0.5,0.1,0.411111111,0.176383421,Anger hostility towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,9,0.5,0.5,0.1,0.42,0.168654809,Anger hostility towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,10,0.5,0.5,0.1,0.427272727,0.161807967,Anger hostility towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,11,0.1,0.5,0.1,0.4,0.180906807,Anger hostility towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,12,0.5,0.5,0.1,0.407692308,0.175411604,Anger hostility towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,13,0.5,0.5,0.1,0.414285714,0.170326125,Anger hostility towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,14,0.1,0.5,0.1,0.393333333,0.183095083,Anger hostility towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,15,0.5,0.5,0.1,0.4,0.178885438,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,16,0.5,0.5,0.1,0.405882353,0.174894926,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,17,0.5,0.5,0.1,0.411111111,0.171117053,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,18,0.5,0.5,0.1,0.415789474,0.167541563,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,19,0.5,0.5,0.1,0.42,0.164156536,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,20,0.5,0.5,0.1,0.423809524,0.160949563,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,21,0.5,0.5,0.1,0.427272727,0.157908407,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,22,0.5,0.5,0.1,0.430434783,0.155021355,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
